,Actions,Description,Access level,Resource types (*required),Condition keys,Dependent actions
0,BatchDeleteBuilds,Grants permission to delete one or more builds,Write,project*,,
1,BatchGetBuildBatches,Grants permission to get information about one or more build batches,Read,project*,,
2,BatchGetBuilds,Grants permission to get information about one or more builds,Read,project*,,
3,BatchGetProjects,Grants permission to get information about one or more build projects,Read,project*,,
4,BatchGetReportGroups,Grants permission to return an array of ReportGroup objects that are specified by the input reportGroupArns parameter,Read,report-group*,,
5,BatchGetReports,Grants permission to return an array of the Report objects specified by the input reportArns parameter,Read,report-group*,,
6,BatchPutCodeCoverages [permission only],Grants permission to add or update information about a report,Write,report-group*,,
7,BatchPutTestCases [permission only],Grants permission to add or update information about a report,Write,report-group*,,
8,CreateProject,Grants permission to create a build project,Write,project*,,
9,CreateProject,Grants permission to create a build project,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
10,CreateReport [permission only],Grants permission to create a report. A report is created when tests specified in the buildspec file for a report groups run during the build of a project,Write,report-group*,,
11,CreateReportGroup,Grants permission to create a report group,Write,report-group*,,
12,CreateReportGroup,Grants permission to create a report group,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
13,CreateWebhook,"Grants permission to create webhook. For an existing AWS CodeBuild build project that has its source code stored in a GitHub or Bitbucket repository, enables AWS CodeBuild to start rebuilding the source code every time a code change is pushed to the repository",Write,project*,,
14,DeleteBuildBatch,Grants permission to delete a build batch,Write,project*,,
15,DeleteOAuthToken [permission only],Grants permission to delete an OAuth token from a connected third-party OAuth provider. Only used in the AWS CodeBuild console,Write,,,
16,DeleteProject,Grants permission to delete a build project,Write,project*,,
17,DeleteReport,Grants permission to delete a report,Write,report-group*,,
18,DeleteReportGroup,Grants permission to delete a report group,Write,report-group*,,
19,DeleteResourcePolicy,Grants permission to delete a resource policy for the associated project or report group,Permissions management,project,,
20,DeleteResourcePolicy,Grants permission to delete a resource policy for the associated project or report group,Permissions management,report-group,,
21,DeleteSourceCredentials,"Grants permission to delete a set of GitHub, GitHub Enterprise, or Bitbucket source credentials",Write,,,
22,DeleteWebhook,"Grants permission to delete webhook. For an existing AWS CodeBuild build project that has its source code stored in a GitHub or Bitbucket repository, stops AWS CodeBuild from rebuilding the source code every time a code change is pushed to the repository",Write,project*,,
23,DescribeCodeCoverages,Grants permission to return an array of CodeCoverage objects,Read,report-group*,,
24,DescribeTestCases,Grants permission to return an array of TestCase objects,Read,report-group*,,
25,GetReportGroupTrend,Grants permission to analyze and accumulate test report values for the test reports in the specified report group,Read,report-group*,,
26,GetResourcePolicy,Grants permission to return a resource policy for the specified project or report group,Read,project,,
27,GetResourcePolicy,Grants permission to return a resource policy for the specified project or report group,Read,report-group,,
28,ImportSourceCredentials,"Grants permission to import the source repository credentials for an AWS CodeBuild project that has its source code stored in a GitHub, GitHub Enterprise, or Bitbucket repository",Write,,,
29,InvalidateProjectCache,Grants permission to reset the cache for a project,Write,project*,,
30,ListBuildBatches,"Grants permission to get a list of build batch IDs, with each build batch ID representing a single build batch",List,,,
31,ListBuildBatchesForProject,"Grants permission to get a list of build batch IDs for the specified build project, with each build batch ID representing a single build batch",List,project*,,
32,ListBuilds,"Grants permission to get a list of build IDs, with each build ID representing a single build",List,,,
33,ListBuildsForProject,"Grants permission to get a list of build IDs for the specified build project, with each build ID representing a single build",List,project*,,
34,ListConnectedOAuthAccounts [permission only],Grants permission to list connected third-party OAuth providers. Only used in the AWS CodeBuild console,List,,,
35,ListCuratedEnvironmentImages,Grants permission to get information about Docker images that are managed by AWS CodeBuild,List,,,
36,ListProjects,"Grants permission to get a list of build project names, with each build project name representing a single build project",List,,,
37,ListReportGroups,Grants permission to return a list of report group ARNs. Each report group ARN represents one report group,List,,,
38,ListReports,Grants permission to return a list of report ARNs. Each report ARN representing one report,List,,,
39,ListReportsForReportGroup,Grants permission to return a list of report ARNs that belong to the specified report group. Each report ARN represents one report,List,report-group*,,
40,ListRepositories [permission only],Grants permission to list source code repositories from a connected third-party OAuth provider. Only used in the AWS CodeBuild console,List,,,
41,ListSharedProjects,Grants permission to return a list of project ARNs that have been shared with the requester. Each project ARN represents one project,List,,,
42,ListSharedReportGroups,Grants permission to return a list of report group ARNs that have been shared with the requester. Each report group ARN represents one report group,List,,,
43,ListSourceCredentials,Grants permission to return a list of SourceCredentialsInfo objects,List,,,
44,PersistOAuthToken [permission only],Grants permission to save an OAuth token from a connected third-party OAuth provider. Only used in the AWS CodeBuild console,Write,,,
45,PutResourcePolicy,Grants permission to create a resource policy for the associated project or report group,Permissions management,project,,
46,PutResourcePolicy,Grants permission to create a resource policy for the associated project or report group,Permissions management,report-group,,
47,RetryBuild,Grants permission to retry a build,Write,project*,,
48,RetryBuildBatch,Grants permission to retry a build batch,Write,project*,,
49,StartBuild,Grants permission to start running a build,Write,project*,,
50,StartBuildBatch,Grants permission to start running a build batch,Write,project*,,
51,StopBuild,Grants permission to attempt to stop running a build,Write,project*,,
52,StopBuildBatch,Grants permission to attempt to stop running a build batch,Write,project*,,
53,UpdateProject,Grants permission to change the settings of an existing build project,Write,project*,,
54,UpdateProject,Grants permission to change the settings of an existing build project,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
55,UpdateProjectVisibility,Grants permission to change the public visibility of a project and its builds,Write,project*,,
56,UpdateProjectVisibility,Grants permission to change the public visibility of a project and its builds,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
57,UpdateReport [permission only],Grants permission to update information about a report,Write,report-group*,,
58,UpdateReportGroup,Grants permission to change the settings of an existing report group,Write,report-group*,,
59,UpdateReportGroup,Grants permission to change the settings of an existing report group,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
60,UpdateWebhook,Grants permission to update the webhook associated with an AWS CodeBuild build project,Write,project*,,
